child_id,child_path,missing_parent_path,reason,disposition
AOM_002507,Management/Livestock Management/Parity/Forth trimester,Management/Livestock Management/Parity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002503,Management/Livestock Management/Parity/Mixed,Management/Livestock Management/Parity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002502,Management/Livestock Management/Parity/Multiparous,Management/Livestock Management/Parity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002501,Management/Livestock Management/Parity/Primiparous,Management/Livestock Management/Parity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002505,Management/Livestock Management/Parity/Second trimester,Management/Livestock Management/Parity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002506,Management/Livestock Management/Parity/Third trimester,Management/Livestock Management/Parity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000168,Management/Livestock Management/Pasture Management/Controlled Grazing,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000162,Management/Livestock Management/Pasture Management/Conventional Pasture Management,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000169,Management/Livestock Management/Pasture Management/Cut and Carry,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000181,Management/Livestock Management/Pasture Management/Fodder Storage/Fodder Banks,Management/Livestock Management/Pasture Management/Fodder Storage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000182,Management/Livestock Management/Pasture Management/Fodder Storage/Hay,Management/Livestock Management/Pasture Management/Fodder Storage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000183,Management/Livestock Management/Pasture Management/Fodder Storage/Silage,Management/Livestock Management/Pasture Management/Fodder Storage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000164,Management/Livestock Management/Pasture Management/Improved Pasture,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000179,Management/Livestock Management/Pasture Management/N-inhibitors,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000171,Management/Livestock Management/Pasture Management/Optimization of Stocking Density,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000172,Management/Livestock Management/Pasture Management/Shade Trees,Management/Livestock Management/Pasture Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000955,Management/Livestock Management/Rearing Stage/Cattle;Buffalo,Management/Livestock Management/Rearing Stage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001039,Management/Livestock Management/Rearing Stage/Chicken,Management/Livestock Management/Rearing Stage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001040,Management/Livestock Management/Rearing Stage/Chicken/Young/Chick,Management/Livestock Management/Rearing Stage/Chicken/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001041,Management/Livestock Management/Rearing Stage/Chicken/Young/Young Female,Management/Livestock Management/Rearing Stage/Chicken/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001042,Management/Livestock Management/Rearing Stage/Chicken/Young/Young Male,Management/Livestock Management/Rearing Stage/Chicken/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001048,Management/Livestock Management/Rearing Stage/Fish,Management/Livestock Management/Rearing Stage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001050,Management/Livestock Management/Rearing Stage/Fish/Young/Fingerling,Management/Livestock Management/Rearing Stage/Fish/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001049,Management/Livestock Management/Rearing Stage/Fish/Young/Fry,Management/Livestock Management/Rearing Stage/Fish/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001051,Management/Livestock Management/Rearing Stage/Fish/Young/Juvenile,Management/Livestock Management/Rearing Stage/Fish/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001052,Management/Livestock Management/Rearing Stage/Fish/Young/Sub-adult,Management/Livestock Management/Rearing Stage/Fish/Young,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001000,Management/Livestock Management/Rearing Stage/Goat,Management/Livestock Management/Rearing Stage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001017,Management/Livestock Management/Rearing Stage/Pig,Management/Livestock Management/Rearing Stage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000983,Management/Livestock Management/Rearing Stage/Sheep,Management/Livestock Management/Rearing Stage,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003021,Management/Livestock Practices/Feed Management/Concentrated Feed,Management/Livestock Practices/Feed Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003003,Management/Livestock Practices/Feed Management/Feed Addition,Management/Livestock Practices/Feed Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003004,Management/Livestock Practices/Feed Management/Feed Addition/Crop Fodders/Product,Management/Livestock Practices/Feed Management/Feed Addition/Crop Fodders,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003011,Management/Livestock Practices/Feed Management/Feed Substitution,Management/Livestock Practices/Feed Management,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000509,Outcomes/Efficiency/Feed Efficiency/Nitrogen Use Efficiency/Apparent N Efficiency,Outcomes/Efficiency/Feed Efficiency/Nitrogen Use Efficiency,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000449,Outcomes/Productivity/Economics/Costs/Opportunity Cost/Capital Opportunity Cost,Outcomes/Productivity/Economics/Costs/Opportunity Cost,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000448,Outcomes/Productivity/Economics/Costs/Opportunity Cost/Labor Opportunity Cost,Outcomes/Productivity/Economics/Costs/Opportunity Cost,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000450,Outcomes/Productivity/Economics/Costs/Opportunity Cost/Land Opportunity Cost,Outcomes/Productivity/Economics/Costs/Opportunity Cost,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000405,Outcomes/Productivity/Economics/Costs/Total Cost/Total Cost per Asset/Total Cost per Animal,Outcomes/Productivity/Economics/Costs/Total Cost/Total Cost per Asset,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000406,Outcomes/Productivity/Economics/Costs/Total Cost/Total Cost per Asset/Total Cost per Area,Outcomes/Productivity/Economics/Costs/Total Cost/Total Cost per Asset,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000407,Outcomes/Productivity/Economics/Costs/Total Cost Efficiency/Total Cost per Unit Production,Outcomes/Productivity/Economics/Costs/Total Cost Efficiency,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003090,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Nutrients,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000426,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Pest Control/Variable Costs-Biological Control,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Pest Control,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000427,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Seed or Planting Material,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000418,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Mulch,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000422,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Pest Control/Variable Costs-Pesticides,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Pest Control,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000442,Outcomes/Productivity/Economics/Costs/Variable Cost/Labor Cost/Family Labor Cost/Family  Labor Cost (Female),Outcomes/Productivity/Economics/Costs/Variable Cost/Labor Cost/Family Labor Cost,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000441,Outcomes/Productivity/Economics/Costs/Variable Cost/Labor Cost/Family Labor Cost/Family  Labor Cost (Male),Outcomes/Productivity/Economics/Costs/Variable Cost/Labor Cost/Family Labor Cost,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000432,Outcomes/Productivity/Economics/Costs/Variable Cost/Variable Cost-Animal Care/Variable Costs-Veterinary,Outcomes/Productivity/Economics/Costs/Variable Cost/Variable Cost-Animal Care,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000453,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income/Monetary Private Benefits-Animal rent,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000452,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income/Monetary Private Benefits-Sale of manure,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000451,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income/Monetary Private Benefits-Sale of produce,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000456,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits/Non-Monetary Private Benefits-Animal labour,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000454,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits/Non-Monetary Private Benefits-Consumption,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000455,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits/Non-Monetary Private Benefits-Nutrient/Soil management,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000457,Outcomes/Productivity/Economics/Societal Benefits/Monetary Societal Benefits,Outcomes/Productivity/Economics/Societal Benefits,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000458,Outcomes/Productivity/Economics/Societal Benefits/Non-monetary Societal Benefits,Outcomes/Productivity/Economics/Societal Benefits,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001087,Outcomes/Productivity/Economics/Variable Cost/Animal Bedding,Outcomes/Productivity/Economics/Variable Cost,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001085,Outcomes/Productivity/Economics/Variable Cost/Inputs/Variable Cost-Biopesticides,Outcomes/Productivity/Economics/Variable Cost/Inputs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001084,Outcomes/Productivity/Economics/Variable Cost/Inputs/Variable Cost-Innoculants,Outcomes/Productivity/Economics/Variable Cost/Inputs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001086,Outcomes/Productivity/Economics/Variable Cost/Inputs/Variable Cost-Soil Amendments,Outcomes/Productivity/Economics/Variable Cost/Inputs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000393,Outcomes/Productivity/Labour/Labour-Time,Outcomes/Productivity/Labour,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000396,Outcomes/Productivity/Labour/Return to Labour,Outcomes/Productivity/Labour,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000382,Outcomes/Productivity/Yield/Product Yield/Animals/Milk Fat/Milk Fat Content,Outcomes/Productivity/Yield/Product Yield/Animals/Milk Fat,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000381,Outcomes/Productivity/Yield/Product Yield/Animals/Milk Fat/Milk Fat Yield,Outcomes/Productivity/Yield/Product Yield/Animals/Milk Fat,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000496,Outcomes/Productivity/Yield/Yield Stability/Yield Stability,Outcomes/Productivity/Yield/Yield Stability,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000517,Outcomes/Social/Gender Equity/Income Female,Outcomes/Social/Gender Equity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000518,Outcomes/Social/Gender Equity/Income Male,Outcomes/Social/Gender Equity,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000036,Species/Animal/Aquatic/Urchins/Collector Urchin,Species/Animal/Aquatic/Urchins,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000017,Species/Animal/Terrestrial/Mammal/Porcine/Pig,Species/Animal/Terrestrial/Mammal/Porcine,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
